participant_id,rt,response,cond
subj_01,0.58785427,1.0,DA_ON
subj_01,0.73940694,1.0,DA_ON
subj_01,0.61677825,1.0,DA_ON
subj_01,0.6984935,1.0,DA_ON
subj_01,1.0345851,1.0,DA_ON
subj_01,1.0408996,1.0,DA_ON
subj_01,0.54264504,1.0,DA_ON
subj_01,0.48940778,1.0,DA_ON
subj_01,1.3435991,1.0,DA_ON
subj_01,1.236824,-1.0,DA_ON
subj_01,0.8334522,-1.0,DA_ON
subj_01,0.51889026,-1.0,DA_ON
subj_01,0.6793939,1.0,DA_ON
subj_01,1.0657382,1.0,DA_ON
subj_01,0.67672837,-1.0,DA_ON
subj_01,1.156334,1.0,DA_ON
subj_01,0.49207658,1.0,DA_ON
subj_01,0.8752028,1.0,DA_ON
subj_01,0.6759986,1.0,DA_ON
subj_01,0.9959964,1.0,DA_ON
subj_01,1.1725172,1.0,DA_ON
subj_01,0.8378433,1.0,DA_ON
subj_01,0.51627797,-1.0,DA_ON
subj_01,0.9040871,1.0,DA_ON
subj_01,1.3639507,1.0,DA_ON
subj_01,0.5741065,1.0,DA_ON
subj_01,0.46001464,1.0,DA_ON
subj_01,0.38094625,-1.0,DA_ON
subj_01,0.49338594,1.0,DA_ON
subj_01,0.7512878,-1.0,DA_ON
subj_01,0.99660236,-1.0,DA_ON
subj_01,1.4429294,1.0,DA_ON
subj_01,0.7815399,1.0,DA_ON
subj_01,1.4623278,1.0,DA_ON
subj_01,0.57455564,1.0,DA_ON
subj_01,0.6102321,-1.0,DA_ON
subj_01,0.47128934,1.0,DA_ON
subj_01,0.60274595,1.0,DA_ON
subj_01,0.47634864,1.0,DA_ON
subj_01,0.62154984,-1.0,DA_OFF
subj_01,0.67326313,1.0,DA_OFF
subj_01,0.79894,1.0,DA_OFF
subj_01,0.7496036,1.0,DA_OFF
subj_01,1.0615393,1.0,DA_OFF
subj_01,0.41137037,1.0,DA_OFF
subj_01,0.6021886,1.0,DA_OFF
subj_01,1.8407382,1.0,DA_OFF
subj_01,2.013146,1.0,DA_OFF
subj_01,1.3046713,1.0,DA_OFF
subj_01,1.8341898,1.0,DA_OFF
subj_01,0.413353,1.0,DA_OFF
subj_01,0.49777776,-1.0,DA_OFF
subj_01,1.6801463,-1.0,DA_OFF
subj_01,1.3219707,1.0,DA_OFF
subj_01,1.2398596,1.0,DA_OFF
subj_01,1.2150736,1.0,DA_OFF
subj_01,1.4918379,-1.0,DA_OFF
subj_01,1.2466521,-1.0,DA_OFF
subj_01,0.47463056,1.0,DA_OFF
subj_01,1.3587905,-1.0,DA_OFF
subj_01,1.5783066,-1.0,DA_OFF
subj_01,0.48672116,1.0,DA_OFF
subj_01,0.80014277,-1.0,DA_OFF
subj_01,0.8798665,1.0,DA_OFF
subj_01,1.2468815,-1.0,DA_OFF
subj_01,1.4261943,-1.0,DA_OFF
subj_01,1.2069653,1.0,DA_OFF
subj_01,1.1158032,1.0,DA_OFF
subj_01,1.1854392,1.0,DA_OFF
subj_01,0.8924714,1.0,DA_OFF
subj_01,1.2088859,-1.0,DA_OFF
subj_01,1.4616914,1.0,DA_OFF
subj_01,0.7580082,1.0,DA_OFF
subj_01,0.5619143,-1.0,DA_OFF
subj_01,1.1490693,1.0,DA_OFF
subj_01,0.9409333,1.0,DA_OFF
subj_01,1.1988938,1.0,DA_OFF
subj_01,1.1410906,1.0,DA_OFF
subj_01,0.97057754,1.0,DA_OFF
subj_01,1.641417,1.0,DA_OFF
subj_01,0.5610951,1.0,DA_OFF
subj_01,0.67413414,1.0,DA_OFF
subj_01,1.2484344,1.0,DA_OFF
subj_01,0.6154331,1.0,DA_OFF
subj_01,0.6250778,1.0,DA_OFF
subj_01,1.1848272,1.0,DA_OFF
subj_01,1.805782,1.0,DA_OFF
subj_01,1.9811414,1.0,DA_OFF
subj_01,2.2970796,1.0,DA_OFF
subj_01,0.9466209,1.0,DA_OFF
subj_01,1.8821468,1.0,DA_OFF
subj_01,2.0173042,1.0,DA_OFF
subj_01,1.1284713,1.0,DA_OFF
subj_01,0.9386589,1.0,DA_OFF
subj_01,0.9898474,1.0,DA_OFF
subj_01,0.92908174,1.0,DA_OFF
subj_01,1.1093689,-1.0,DA_OFF
subj_01,1.0488521,1.0,DA_OFF
subj_01,2.4239166,-1.0,DA_OFF
subj_01,1.4963611,1.0,DA_OFF
subj_01,3.0012329,-1.0,DA_OFF
subj_01,0.82647395,1.0,DA_OFF
subj_01,1.123389,1.0,DA_OFF
subj_01,0.54028976,1.0,DA_OFF
subj_01,1.9009423,-1.0,DA_OFF
subj_01,1.3578489,1.0,DA_OFF
subj_01,2.3399513,1.0,DA_OFF
subj_01,0.9846503,1.0,DA_OFF
subj_01,1.7613624,1.0,DA_OFF
subj_01,1.1318418,1.0,DA_OFF
subj_01,1.6225182,1.0,DA_OFF
subj_01,0.9008752,1.0,DA_OFF
subj_01,0.7286252,1.0,DA_OFF
subj_01,1.0625716,1.0,DA_OFF
subj_01,1.0122111,-1.0,DA_OFF
subj_01,1.098102,1.0,DA_OFF
subj_01,0.8216584,1.0,DA_OFF
subj_01,0.5498527,1.0,DA_OFF
subj_01,0.91136205,1.0,DA_OFF
subj_01,2.1862657,-1.0,DA_OFF
subj_01,2.2266245,1.0,DA_OFF
subj_01,2.0472827,-1.0,DA_OFF
subj_01,1.5147955,-1.0,DA_OFF
subj_01,1.027858,1.0,DA_OFF
subj_01,1.0633287,1.0,DA_OFF
subj_01,1.8150247,1.0,DA_OFF
subj_01,0.83070326,1.0,DA_OFF
subj_01,0.9981262,1.0,DA_OFF
subj_01,1.0277661,1.0,DA_OFF
subj_01,1.3360146,1.0,DA_OFF
subj_01,0.90055966,1.0,DA_OFF
subj_01,1.9783112,-1.0,DA_OFF
subj_01,1.0159414,-1.0,DA_OFF
subj_01,1.4622642,1.0,DA_OFF
subj_01,1.7820599,1.0,DA_OFF
subj_01,1.0328621,1.0,DA_OFF
subj_01,1.501638,1.0,DA_OFF
subj_01,1.0994292,1.0,DA_OFF
subj_01,2.6947207,1.0,DA_OFF
subj_01,0.46933034,1.0,DA_OFF
subj_01,1.2619268,1.0,DA_OFF
subj_01,2.428927,1.0,DA_OFF
subj_01,0.6929355,1.0,DA_OFF
subj_01,1.4855764,-1.0,DA_OFF
subj_01,0.8131923,1.0,DA_OFF
subj_01,0.9191624,-1.0,DA_OFF
subj_01,0.40595034,1.0,DA_OFF
subj_01,1.2372775,1.0,DA_OFF
subj_01,0.8234437,-1.0,DA_OFF
subj_01,0.8543464,1.0,DA_OFF
subj_01,0.9162591,-1.0,DA_OFF
subj_01,1.1107029,1.0,DA_OFF
subj_01,1.4081482,1.0,DA_OFF
subj_01,1.8645535,-1.0,DA_OFF
subj_01,1.2282622,1.0,DA_OFF
subj_01,1.1368886,1.0,DA_OFF
subj_01,1.0085372,1.0,DA_OFF
subj_01,0.44330955,-1.0,DA_OFF
subj_01,0.76047754,-1.0,DA_OFF
subj_01,1.2663051,-1.0,DA_OFF
subj_01,2.2620826,1.0,DA_OFF
subj_01,2.5478752,1.0,DA_OFF
subj_01,1.3066479,1.0,DA_OFF
subj_01,0.76508534,1.0,DA_OFF
subj_01,0.7044633,-1.0,DA_OFF
subj_01,1.0525066,-1.0,DA_OFF
subj_01,0.9185523,1.0,DA_OFF
subj_01,1.4441924,-1.0,DA_OFF
subj_01,0.4345357,1.0,DA_OFF
subj_01,0.81469786,1.0,DA_OFF
subj_01,0.80330914,-1.0,DA_OFF
subj_01,1.1854368,1.0,DA_OFF
subj_01,1.5337586,-1.0,DA_OFF
subj_01,1.2626033,1.0,DA_OFF
subj_01,0.5811132,1.0,DA_OFF
subj_01,2.8294306,1.0,DA_OFF
subj_01,1.5667143,-1.0,DA_OFF
subj_01,2.1953826,-1.0,DA_OFF
subj_01,1.6871507,-1.0,DA_OFF
subj_01,0.66606814,1.0,DA_OFF
subj_01,1.6545365,1.0,DA_OFF
subj_01,2.151443,1.0,DA_OFF
subj_01,0.68749684,1.0,DA_OFF
subj_01,0.7180958,1.0,DA_OFF
subj_01,1.0048267,1.0,DA_OFF
subj_01,0.8380158,1.0,DA_OFF
subj_01,1.3698212,1.0,DA_OFF
subj_01,1.6412476,-1.0,DA_OFF
subj_01,0.5783507,1.0,DA_OFF
subj_01,0.89600813,1.0,DA_OFF
subj_01,0.8712114,1.0,DA_OFF
subj_01,1.0049157,-1.0,DA_OFF
subj_01,1.7931005,1.0,DA_OFF
subj_01,1.3960304,-1.0,DA_OFF
subj_01,0.66183555,1.0,DA_OFF
subj_01,0.68018323,-1.0,DA_OFF
subj_01,1.0070932,1.0,DA_OFF
subj_01,2.0731661,1.0,DA_OFF
subj_01,0.73625755,1.0,DA_OFF
subj_01,1.1920294,1.0,DA_OFF
subj_01,1.4402102,1.0,DA_OFF
subj_01,1.4407696,1.0,DA_OFF
subj_01,1.0466902,1.0,DA_OFF
subj_01,1.3261387,1.0,DA_OFF
subj_01,1.5504062,1.0,DA_OFF
subj_01,0.8394675,1.0,DA_OFF
subj_01,0.8983993,-1.0,DA_OFF
subj_01,2.6045616,1.0,DA_OFF
subj_01,2.6876254,1.0,DA_OFF
subj_01,1.4095747,1.0,DA_OFF
subj_01,0.7888926,1.0,DA_OFF
subj_01,0.40127337,1.0,DA_OFF
subj_01,1.0540473,-1.0,DA_OFF
subj_01,0.7546076,1.0,DA_OFF
subj_01,0.8108296,-1.0,DA_OFF
subj_01,2.2932189,-1.0,DA_OFF
subj_01,0.7064479,1.0,DA_OFF
subj_01,1.7009948,-1.0,DA_OFF
subj_01,1.054061,1.0,DA_OFF
subj_01,0.89044887,1.0,DA_OFF
subj_01,1.951833,-1.0,DA_OFF
subj_01,1.5933245,1.0,DA_OFF
subj_01,0.7563394,1.0,DA_OFF
subj_01,1.7043875,1.0,DA_OFF
subj_01,0.49710277,1.0,DA_OFF
subj_01,1.2874534,-1.0,DA_OFF
subj_01,0.90424365,1.0,DA_OFF
subj_01,1.2313095,1.0,DA_OFF
subj_01,2.4640093,1.0,DA_OFF
subj_01,0.9541343,1.0,DA_OFF
subj_01,0.5985228,1.0,DA_OFF
subj_01,1.0813559,1.0,DA_OFF
subj_01,1.0359457,1.0,DA_OFF
subj_01,1.224116,1.0,DA_OFF
subj_01,0.5715265,1.0,DA_OFF
subj_01,2.6868947,1.0,DA_OFF
subj_01,1.0115657,1.0,DA_OFF
subj_01,1.1761184,1.0,DA_OFF
subj_01,0.6374253,1.0,DA_OFF
subj_02,1.4175516,1.0,DA_ON
subj_02,0.8532616,1.0,DA_ON
subj_02,0.63194287,1.0,DA_ON
subj_02,1.0726001,1.0,DA_ON
subj_02,0.42754748,1.0,DA_ON
subj_02,0.6483682,1.0,DA_ON
subj_02,0.58118963,1.0,DA_ON
subj_02,1.0147096,-1.0,DA_ON
subj_02,0.6931134,1.0,DA_ON
subj_02,1.7876911,1.0,DA_ON
subj_02,0.90416306,1.0,DA_ON
subj_02,0.5643519,-1.0,DA_ON
subj_02,0.6797762,1.0,DA_ON
subj_02,0.5021319,1.0,DA_ON
subj_02,1.7129862,1.0,DA_ON
subj_02,0.46586597,1.0,DA_ON
subj_02,0.57507986,-1.0,DA_ON
subj_02,0.66083014,1.0,DA_ON
subj_02,0.9736519,-1.0,DA_ON
subj_02,1.7106441,1.0,DA_ON
subj_02,1.206782,1.0,DA_ON
subj_02,1.0322754,1.0,DA_ON
subj_02,1.065759,1.0,DA_ON
subj_02,0.94332194,-1.0,DA_ON
subj_02,1.3704455,-1.0,DA_ON
subj_02,0.46363848,1.0,DA_ON
subj_02,1.5870177,-1.0,DA_ON
subj_02,1.8689078,1.0,DA_ON
subj_02,2.1322246,1.0,DA_ON
subj_02,0.7959693,-1.0,DA_ON
subj_02,1.966837,-1.0,DA_ON
subj_02,0.47144815,1.0,DA_ON
subj_02,1.3794748,1.0,DA_ON
subj_02,0.56889266,1.0,DA_ON
subj_02,1.05468,1.0,DA_ON
subj_02,0.89900714,1.0,DA_ON
subj_02,1.2629081,-1.0,DA_ON
subj_02,1.3120729,1.0,DA_ON
subj_02,0.8899347,1.0,DA_ON
subj_02,1.7369162,1.0,DA_ON
subj_02,0.7100969,1.0,DA_ON
subj_02,1.072577,1.0,DA_ON
subj_02,0.8254003,1.0,DA_ON
subj_02,1.2720894,1.0,DA_ON
subj_02,1.04313,1.0,DA_ON
subj_02,1.2654325,1.0,DA_ON
subj_02,0.74342734,1.0,DA_ON
subj_02,0.7227411,1.0,DA_ON
subj_02,0.39350185,1.0,DA_ON
subj_02,1.4129778,1.0,DA_ON
subj_02,0.53883547,1.0,DA_ON
subj_02,0.67075944,1.0,DA_ON
subj_02,1.0971053,1.0,DA_ON
subj_02,1.145043,1.0,DA_ON
subj_02,2.020655,1.0,DA_ON
subj_02,1.123115,1.0,DA_ON
subj_02,1.3992727,1.0,DA_ON
subj_02,1.512484,1.0,DA_ON
subj_02,0.9066601,1.0,DA_ON
subj_02,1.717868,1.0,DA_ON
subj_02,1.9051101,1.0,DA_ON
subj_02,1.1293694,1.0,DA_ON
subj_02,0.93985426,1.0,DA_ON
subj_02,0.7118949,1.0,DA_ON
subj_02,0.8612123,1.0,DA_ON
subj_02,0.65379745,1.0,DA_ON
subj_02,1.5154197,-1.0,DA_ON
subj_02,0.85601574,1.0,DA_ON
subj_02,0.6917078,1.0,DA_ON
subj_02,0.89903355,-1.0,DA_ON
subj_02,1.1836236,1.0,DA_ON
subj_02,0.85528827,-1.0,DA_ON
subj_02,1.0149451,1.0,DA_ON
subj_02,1.51009,1.0,DA_ON
subj_02,1.0315803,-1.0,DA_ON
subj_02,1.3824571,-1.0,DA_ON
subj_02,0.6053888,1.0,DA_ON
subj_02,1.0744307,1.0,DA_ON
subj_02,0.78782123,1.0,DA_ON
subj_02,0.90641445,1.0,DA_ON
subj_02,1.1508219,-1.0,DA_ON
subj_02,0.42412925,-1.0,DA_ON
subj_02,0.5627925,1.0,DA_ON
subj_02,1.251152,1.0,DA_ON
subj_02,1.7543705,1.0,DA_ON
subj_02,0.87525094,1.0,DA_ON
subj_02,0.88047403,1.0,DA_ON
subj_02,2.1084294,1.0,DA_ON
subj_02,0.93328553,1.0,DA_ON
subj_02,1.7499325,1.0,DA_ON
subj_02,0.7628461,1.0,DA_ON
subj_02,1.3689234,1.0,DA_ON
subj_02,1.425657,-1.0,DA_ON
subj_02,0.7773407,-1.0,DA_ON
subj_02,0.75184757,1.0,DA_ON
subj_02,0.99050015,1.0,DA_ON
subj_02,1.2955662,1.0,DA_ON
subj_02,0.80106705,1.0,DA_ON
subj_02,2.1042948,1.0,DA_ON
subj_02,1.1124574,1.0,DA_ON
subj_02,2.6125052,-1.0,DA_ON
subj_02,0.7250735,1.0,DA_ON
subj_02,1.6320856,1.0,DA_ON
subj_02,1.31507,1.0,DA_ON
subj_02,1.106899,1.0,DA_ON
subj_02,0.98894405,1.0,DA_ON
subj_02,1.0766215,1.0,DA_ON
subj_02,1.034392,1.0,DA_ON
subj_02,0.55347234,-1.0,DA_ON
subj_02,0.9141907,1.0,DA_ON
subj_02,0.9183961,1.0,DA_ON
subj_02,2.2675622,1.0,DA_ON
subj_02,1.0218182,1.0,DA_ON
subj_02,1.4566989,-1.0,DA_ON
subj_02,2.9287372,1.0,DA_ON
subj_02,0.5662062,1.0,DA_ON
subj_02,0.9678834,1.0,DA_ON
subj_02,1.3593451,1.0,DA_ON
subj_02,1.2479572,1.0,DA_ON
subj_02,1.7601093,1.0,DA_ON
subj_02,1.5253828,1.0,DA_ON
subj_02,0.6621871,1.0,DA_ON
subj_02,0.9382475,1.0,DA_ON
subj_02,0.81760085,-1.0,DA_ON
subj_02,2.3833442,1.0,DA_ON
subj_02,1.1501688,1.0,DA_ON
subj_02,1.3421917,1.0,DA_ON
subj_02,1.2460707,1.0,DA_ON
subj_02,0.5779214,1.0,DA_ON
subj_02,0.84046906,1.0,DA_ON
subj_02,1.0373902,1.0,DA_ON
subj_02,1.6309549,-1.0,DA_ON
subj_02,1.1306856,1.0,DA_ON
subj_02,0.6867103,1.0,DA_ON
subj_02,2.4014523,1.0,DA_ON
subj_02,1.7850163,1.0,DA_ON
subj_02,0.9354015,1.0,DA_ON
subj_02,0.94400644,1.0,DA_ON
subj_02,1.0356041,-1.0,DA_ON
subj_02,0.41938734,-1.0,DA_ON
subj_02,2.5854068,-1.0,DA_ON
subj_02,1.0226903,1.0,DA_ON
subj_02,1.4273108,1.0,DA_ON
subj_02,2.0299475,1.0,DA_ON
subj_02,0.89220774,1.0,DA_ON
subj_02,0.7140662,1.0,DA_ON
subj_02,0.76251125,-1.0,DA_ON
subj_02,1.3109598,-1.0,DA_ON
subj_02,0.4842591,1.0,DA_ON
subj_02,0.9859097,1.0,DA_ON
subj_02,0.83440214,-1.0,DA_ON
subj_02,0.8758217,1.0,DA_ON
subj_02,0.70656115,1.0,DA_ON
subj_02,0.865837,-1.0,DA_ON
subj_02,0.94358456,1.0,DA_ON
subj_02,1.9199675,-1.0,DA_ON
subj_02,0.80742294,1.0,DA_ON
subj_02,0.9576836,1.0,DA_ON
subj_02,1.4008235,1.0,DA_ON
subj_02,1.7986567,1.0,DA_ON
subj_02,1.4030604,1.0,DA_ON
subj_02,0.51411295,-1.0,DA_ON
subj_02,2.3107865,-1.0,DA_ON
subj_02,1.9917163,1.0,DA_ON
subj_02,1.7410727,1.0,DA_ON
subj_02,1.3766676,1.0,DA_ON
subj_02,1.4024729,1.0,DA_ON
subj_02,0.4792735,1.0,DA_ON
subj_02,0.79134494,1.0,DA_ON
subj_02,0.8218827,1.0,DA_ON
subj_02,0.786929,1.0,DA_ON
subj_02,0.8644483,1.0,DA_ON
subj_02,1.2644937,1.0,DA_ON
subj_02,1.7022933,-1.0,DA_ON
subj_02,0.6114102,1.0,DA_ON
subj_02,0.7723814,1.0,DA_ON
subj_02,0.6575484,1.0,DA_ON
subj_02,2.065977,1.0,DA_ON
subj_02,0.994888,1.0,DA_ON
subj_02,1.2038422,-1.0,DA_ON
subj_02,1.3223101,1.0,DA_ON
subj_02,1.3292338,1.0,DA_ON
subj_02,1.6470767,-1.0,DA_ON
subj_02,0.94665134,1.0,DA_ON
subj_02,0.89354736,1.0,DA_ON
subj_02,0.8376891,1.0,DA_ON
subj_02,1.0988013,1.0,DA_ON
subj_02,1.0832788,1.0,DA_ON
subj_02,0.5385619,-1.0,DA_ON
subj_02,0.94456375,-1.0,DA_ON
subj_02,0.8226596,1.0,DA_ON
subj_02,0.63566834,-1.0,DA_ON
subj_02,0.67937523,1.0,DA_ON
subj_02,1.3617893,1.0,DA_ON
subj_02,0.8062803,1.0,DA_ON
subj_02,1.1630462,1.0,DA_ON
subj_02,1.1951305,-1.0,DA_ON
subj_02,1.5198007,1.0,DA_ON
subj_02,1.1322843,1.0,DA_ON
subj_02,0.91329944,1.0,DA_ON
subj_02,0.37155235,-1.0,DA_OFF
subj_02,1.1802568,1.0,DA_OFF
subj_02,0.8269399,1.0,DA_OFF
subj_02,0.5746061,1.0,DA_OFF
subj_02,1.0625396,1.0,DA_OFF
subj_02,0.37637025,1.0,DA_OFF
subj_02,0.33519074,1.0,DA_OFF
subj_02,0.32371622,-1.0,DA_OFF
subj_02,0.35011595,1.0,DA_OFF
subj_02,0.5316735,1.0,DA_OFF
subj_02,0.84816325,-1.0,DA_OFF
subj_02,0.27635267,-1.0,DA_OFF
subj_02,0.811774,1.0,DA_OFF
subj_02,0.48913154,-1.0,DA_OFF
subj_02,1.53998,1.0,DA_OFF
subj_02,0.94285953,-1.0,DA_OFF
subj_02,0.71107763,1.0,DA_OFF
subj_02,1.5518398,1.0,DA_OFF
subj_02,0.7306545,1.0,DA_OFF
subj_02,0.5306301,-1.0,DA_OFF
subj_02,1.0637833,-1.0,DA_OFF
subj_02,0.6872794,-1.0,DA_OFF
subj_02,0.9597597,-1.0,DA_OFF
subj_02,0.7813235,1.0,DA_OFF
subj_02,0.5154476,-1.0,DA_OFF
subj_02,0.4236385,1.0,DA_OFF
subj_02,0.3680105,-1.0,DA_OFF
subj_02,0.49777317,1.0,DA_OFF
subj_02,1.2372209,1.0,DA_OFF
subj_02,0.9519759,-1.0,DA_OFF
subj_02,0.6438155,-1.0,DA_OFF
subj_02,0.6761646,-1.0,DA_OFF
subj_02,0.61459386,-1.0,DA_OFF
subj_02,0.76623344,1.0,DA_OFF
subj_02,0.36995932,-1.0,DA_OFF
subj_02,1.1840663,-1.0,DA_OFF
subj_02,0.32071614,-1.0,DA_OFF
subj_02,0.9598955,-1.0,DA_OFF
subj_02,1.0140926,1.0,DA_OFF
subj_02,0.43558457,-1.0,DA_OFF
subj_02,0.57740295,-1.0,DA_OFF
subj_02,0.8120922,1.0,DA_OFF
subj_02,0.94913083,-1.0,DA_OFF
subj_02,0.59043854,-1.0,DA_OFF
subj_02,0.76142657,-1.0,DA_OFF
subj_02,0.7257406,-1.0,DA_OFF
subj_02,0.8474968,-1.0,DA_OFF
